Wall time,Step,Value
1671630780.4669127,4,6.804137229919434
1671630781.615023,14,6.75242280960083
1671630781.7305596,15,6.746596813201904
1671630782.078043,18,6.733570098876953
1671630782.1903296,19,6.724225044250488
1671630783.0077286,26,6.700594425201416
1671630783.1252418,27,6.693083763122559
1671630784.644319,40,6.676932334899902
1671630785.4593167,47,6.664587497711182
1671630785.5746465,48,6.680936813354492
1671630785.6894,49,6.664831161499023
1671630786.2574654,54,6.656661510467529
1671630787.04339,62,6.639679908752441
1671630787.134456,63,6.642806053161621
1671630787.3962963,66,6.6578450202941895
1671630787.4863024,67,6.638916969299316
1671630787.76056,70,6.6224565505981445
1671630787.8512316,71,6.626782417297363
1671630788.395717,77,6.607726573944092
1671630788.849683,82,6.599544048309326
1671630789.4930577,89,6.5698137283325195
1671630790.4200482,99,6.514041423797607
1671630790.7887976,103,6.509825706481934
1671630791.1546452,107,6.469420433044434
1671630792.4328275,121,6.375863075256348
1671630792.7967434,125,6.357711315155029
1671630792.886838,126,6.379789352416992
1671630793.0686014,128,6.338425636291504
1671630793.2499347,130,6.344521522521973
1671630793.792692,136,6.449283123016357
1671630794.4744964,144,6.300034046173096
1671630794.6581779,146,6.200708389282227
1671630794.750053,147,6.3255696296691895
1671630795.02047,150,6.175302505493164
1671630795.5751002,157,6.101991176605225
1671630795.8172925,160,6.236239910125732
1671630795.978706,162,6.192809104919434
1671630796.1394665,164,6.057200908660889
1671630796.6812994,171,6.036795616149902
1671630796.771039,172,6.241291522979736
1671630797.1749458,177,6.048050403594971
1671630797.7406013,184,6.134340763092041
1671630797.8104253,185,5.926903247833252
1671630798.315014,191,6.128983974456787
1671630798.3947701,192,6.060822486877441
1671630799.2795904,203,6.044739246368408
1671630799.439792,205,5.814549446105957
1671630800.0633457,213,5.819784164428711
1671630800.2272618,215,5.7625555992126465
1671630800.9419146,224,6.060997009277344
1671630801.3115745,229,5.747063636779785
1671630802.4828644,244,5.791107177734375
1671630802.55291,245,6.098827362060547
1671630803.539414,258,5.707581520080566
1671630803.6199715,259,5.666255474090576
1671630803.705177,260,5.568260669708252
1671630804.5136724,271,5.696448802947998
1671630804.7577395,274,5.668867588043213
1671630805.0790596,278,5.645550727844238
1671630805.3820076,282,5.658092498779297
1671630805.6240742,285,5.983506679534912
